Order_ID,Order_Date,Ship_Date,Region,City,Category,Sub_Category,Customer_Segment,Payment_Mode,Sales,Quantity,Discount,Profit
ORD-10627,2023-11-20,2023-11-25,South,Delhi,Office Supplies,Pen Set,Home Office,Debit Card,27299.68,5,0.14,449.12
ORD-10628,2025-06-12,2025-06-14,North,Ahmedabad,Electronics,Tablet,Home Office,Net Banking,8832.68,5,0.25,-988.48
ORD-10629,2025-02-22,2025-02-25,West,Delhi,Furniture,Sofa,Home Office,UPI,15465.5,3,0.05,1569.58
ORD-10630,2024-06-09,2024-06-14,East,Hyderabad,Furniture,Wardrobe,Consumer,UPI,34030.67,5,0.29,-4371.52
ORD-10631,2025-03-19,2025-03-25,North,Chennai,Electronics,Smartphone,Corporate,Net Banking,17690.21,8,0.3,-3890.0
ORD-10632,2025-01-16,2025-01-21,North,Ahmedabad,Office Supplies,Notebook,Corporate,Net Banking,40929.47,4,0.12,5270.47
ORD-10633,2025-10-05,2025-10-09,South,Delhi,Office Supplies,Notebook,Corporate,Net Banking,44075.58,8,0.1,4782.39
ORD-10634,2025-01-27,2025-02-02,North,Delhi,Furniture,Sofa,Consumer,Credit Card,23341.55,7,0.12,-1449.7
ORD-10635,2025-02-21,2025-02-22,North,Delhi,Office Supplies,Desk Organizer,Home Office,UPI,24039.53,4,0.27,-4652.26
ORD-10636,2023-07-20,2023-07-21,East,Hyderabad,Office Supplies,Printer,Home Office,Debit Card,29854.22,2,0.22,-1890.45
ORD-10637,2025-08-22,2025-08-28,North,Pune,Electronics,Tablet,Consumer,Net Banking,43563.47,5,0.22,-2619.71
ORD-10638,2025-06-14,2025-06-20,East,Ahmedabad,Office Supplies,Desk Organizer,Corporate,Net Banking,3358.18,8,0.08,488.34
ORD-10639,2025-11-05,2025-11-12,South,Hyderabad,Furniture,Chair,Consumer,Credit Card,47230.08,1,0.28,-6018.03
ORD-10640,2023-10-01,2023-10-07,South,Chennai,Furniture,Chair,Consumer,UPI,5136.78,4,0.26,-473.89
ORD-10641,2024-02-26,2024-03-03,West,Chennai,Electronics,Headphones,Corporate,Net Banking,19078.83,6,0.16,48.5
ORD-10642,2025-04-05,2025-04-06,North,Ahmedabad,Electronics,Headphones,Home Office,Debit Card,22340.57,9,0.11,1902.15
ORD-10643,2023-11-30,2023-12-05,West,Hyderabad,Office Supplies,Pen Set,Home Office,Net Banking,44775.4,2,0.13,1809.97
ORD-10644,2023-03-07,2023-03-09,North,Ahmedabad,Office Supplies,Desk Organizer,Home Office,Debit Card,29774.63,7,0.29,-5952.1
ORD-10645,2023-11-14,2023-11-15,South,Mumbai,Office Supplies,Pen Set,Home Office,UPI,5908.58,4,0.0,1051.96
ORD-10646,2024-07-16,2024-07-23,North,Pune,Office Supplies,Notebook,Consumer,UPI,15272.53,8,0.02,3156.72
ORD-10647,2023-03-07,2023-03-13,North,Chennai,Furniture,Wardrobe,Corporate,Net Banking,22691.79,7,0.01,3071.76
ORD-10648,2025-01-18,2025-01-20,East,Kolkata,Furniture,Table,Corporate,Net Banking,34542.24,3,0.21,-4598.02
ORD-10649,2024-03-09,2024-03-15,North,Ahmedabad,Furniture,Chair,Corporate,Debit Card,15320.08,2,0.1,1480.08
ORD-10650,2023-12-17,2023-12-23,East,Pune,Office Supplies,Pen Set,Home Office,Net Banking,26664.62,3,0.3,-3056.72
ORD-10651,2024-08-11,2024-08-12,East,Hyderabad,Furniture,Table,Home Office,UPI,41509.23,7,0.0,2442.09
ORD-10652,2025-02-11,2025-02-14,West,Mumbai,Electronics,Headphones,Corporate,Debit Card,17418.23,5,0.22,-2463.46
ORD-10653,2025-10-22,2025-10-26,North,Hyderabad,Furniture,Wardrobe,Corporate,Net Banking,37794.68,5,0.25,-1442.37
ORD-10654,2025-12-17,2025-12-19,South,Delhi,Electronics,Headphones,Home Office,Debit Card,44279.0,3,0.18,-4971.6
ORD-10655,2023-04-17,2023-04-23,West,Mumbai,Furniture,Wardrobe,Home Office,Credit Card,24637.58,4,0.12,-1399.37
ORD-10656,2025-09-18,2025-09-24,West,Chennai,Office Supplies,Desk Organizer,Home Office,Net Banking,17766.62,3,0.19,-436.91
ORD-10657,2023-10-01,2023-10-03,East,Hyderabad,Electronics,Laptop,Consumer,Credit Card,35038.94,3,0.16,-1754.99
ORD-10658,2024-03-06,2024-03-07,West,Delhi,Office Supplies,Notebook,Home Office,UPI,4304.67,7,0.25,-652.39
ORD-10659,2025-09-14,2025-09-18,South,Kolkata,Office Supplies,Notebook,Corporate,Net Banking,24173.86,2,0.02,2673.02
ORD-10660,2023-10-26,2023-11-01,East,Kolkata,Office Supplies,Desk Organizer,Home Office,Credit Card,15116.88,2,0.08,1975.72
ORD-10661,2024-03-16,2024-03-18,East,Hyderabad,Office Supplies,Pen Set,Corporate,Credit Card,46496.79,7,0.27,-7239.59
ORD-10662,2025-04-29,2025-05-01,East,Pune,Electronics,Headphones,Corporate,UPI,24083.63,1,0.16,-1593.02
ORD-10663,2023-12-24,2023-12-25,East,Bangalore,Furniture,Wardrobe,Consumer,Net Banking,2166.62,3,0.11,150.72
ORD-10664,2023-03-24,2023-03-25,West,Chennai,Electronics,Smartphone,Consumer,UPI,6584.57,1,0.22,22.3
ORD-10665,2024-05-27,2024-05-28,West,Hyderabad,Furniture,Chair,Home Office,UPI,22970.37,4,0.19,-2886.11
ORD-10666,2024-12-15,2024-12-18,South,Pune,Furniture,Sofa,Home Office,Credit Card,34289.55,2,0.21,154.54
ORD-10667,2025-05-30,2025-06-05,East,Ahmedabad,Office Supplies,Desk Organizer,Home Office,UPI,40295.95,6,0.17,-3868.78
ORD-10668,2023-07-23,2023-07-24,West,Bangalore,Office Supplies,Pen Set,Home Office,UPI,45881.19,8,0.08,3181.36
ORD-10669,2025-08-28,2025-09-02,South,Chennai,Office Supplies,Desk Organizer,Home Office,Credit Card,14571.57,2,0.25,-810.99
ORD-10670,2023-03-26,2023-03-29,South,Hyderabad,Electronics,Smartphone,Home Office,Debit Card,13941.58,1,0.1,-696.7
ORD-10671,2025-05-22,2025-05-24,North,Kolkata,Electronics,Laptop,Home Office,UPI,25800.89,2,0.08,2874.1
ORD-10672,2024-11-28,2024-12-01,West,Delhi,Electronics,Smartphone,Consumer,UPI,3603.14,2,0.14,-79.0
ORD-10673,2023-04-22,2023-04-26,West,Bangalore,Electronics,Headphones,Corporate,Debit Card,47052.2,9,0.11,-278.61
ORD-10674,2023-03-09,2023-03-12,West,Mumbai,Electronics,Smartphone,Corporate,Debit Card,42214.24,4,0.24,-490.76
ORD-10675,2023-06-09,2023-06-10,West,Ahmedabad,Electronics,Smartphone,Consumer,Debit Card,21973.96,1,0.11,2796.5
ORD-10676,2024-11-05,2024-11-12,South,Delhi,Electronics,Tablet,Consumer,UPI,33919.43,1,0.21,-2077.13
ORD-10677,2024-09-06,2024-09-07,West,Pune,Furniture,Sofa,Corporate,Net Banking,19688.62,9,0.21,-3133.0
ORD-10678,2024-02-26,2024-02-29,East,Kolkata,Furniture,Chair,Home Office,Credit Card,8764.18,5,0.26,-1520.05
ORD-10679,2024-01-11,2024-01-16,South,Chennai,Furniture,Chair,Home Office,Net Banking,14282.75,1,0.2,554.12
ORD-10680,2023-09-03,2023-09-05,East,Ahmedabad,Office Supplies,Desk Organizer,Home Office,Credit Card,13813.92,4,0.23,-706.86
ORD-10681,2024-01-01,2024-01-03,West,Hyderabad,Furniture,Sofa,Consumer,Credit Card,2885.21,5,0.15,-66.29
ORD-10682,2023-12-21,2023-12-23,East,Delhi,Furniture,Chair,Home Office,Net Banking,43358.1,3,0.14,-2090.88
ORD-10683,2024-08-21,2024-08-28,East,Mumbai,Furniture,Table,Home Office,Credit Card,18751.0,9,0.02,3441.06
ORD-10684,2023-12-13,2023-12-16,East,Hyderabad,Electronics,Laptop,Consumer,Debit Card,21116.97,4,0.26,-3539.23
ORD-10685,2025-05-07,2025-05-14,South,Mumbai,Electronics,Headphones,Consumer,Debit Card,33039.0,6,0.26,-5512.62
ORD-10686,2025-02-13,2025-02-18,East,Delhi,Furniture,Table,Consumer,UPI,34051.75,2,0.12,3955.5
ORD-10687,2024-07-26,2024-07-27,North,Pune,Office Supplies,Pen Set,Home Office,Net Banking,6723.35,3,0.09,598.15
ORD-10688,2025-09-20,2025-09-22,West,Pune,Electronics,Headphones,Consumer,Credit Card,20058.98,8,0.14,518.22
ORD-10689,2023-12-07,2023-12-10,North,Bangalore,Office Supplies,Pen Set,Corporate,Net Banking,4724.4,3,0.2,69.27
ORD-10690,2025-02-18,2025-02-20,East,Mumbai,Electronics,Laptop,Corporate,Net Banking,39209.76,5,0.08,5375.5
ORD-10691,2025-06-14,2025-06-15,South,Chennai,Office Supplies,Desk Organizer,Home Office,Credit Card,1227.32,5,0.27,-64.25
ORD-10692,2025-02-27,2025-03-06,North,Delhi,Electronics,Tablet,Home Office,Net Banking,35614.46,3,0.15,-681.73
ORD-10693,2025-09-21,2025-09-25,North,Pune,Electronics,Tablet,Consumer,Debit Card,26781.42,6,0.08,3079.09
ORD-10694,2023-02-23,2023-03-02,South,Chennai,Electronics,Laptop,Corporate,Net Banking,43943.53,6,0.23,-3911.69
ORD-10695,2023-01-31,2023-02-02,West,Bangalore,Electronics,Smartphone,Home Office,Net Banking,13729.01,1,0.16,1169.75
ORD-10696,2025-12-12,2025-12-18,North,Bangalore,Electronics,Laptop,Home Office,Credit Card,6714.74,5,0.02,715.23
ORD-10697,2024-08-28,2024-09-02,South,Mumbai,Office Supplies,Printer,Consumer,Credit Card,18702.82,5,0.08,-495.43
ORD-10698,2025-11-23,2025-11-28,South,Hyderabad,Furniture,Sofa,Corporate,Debit Card,15018.78,1,0.22,-1882.56
ORD-10699,2024-01-03,2024-01-07,West,Kolkata,Office Supplies,Printer,Corporate,Net Banking,32272.07,5,0.19,1769.76
ORD-10700,2025-09-28,2025-10-04,North,Bangalore,Electronics,Smartphone,Consumer,Credit Card,42429.51,9,0.16,2374.04
ORD-10701,2024-09-20,2024-09-21,West,Kolkata,Furniture,Chair,Home Office,UPI,30504.25,8,0.14,-317.21
ORD-10702,2023-10-06,2023-10-10,West,Chennai,Office Supplies,Pen Set,Consumer,Net Banking,15494.33,3,0.21,425.72
ORD-10703,2024-12-29,2024-12-30,West,Mumbai,Furniture,Sofa,Home Office,Credit Card,30362.94,7,0.2,-1018.93
ORD-10704,2024-09-24,2024-10-01,South,Pune,Furniture,Sofa,Corporate,UPI,49515.34,7,0.24,409.27
ORD-10705,2025-09-05,2025-09-08,South,Bangalore,Furniture,Table,Home Office,Debit Card,27451.88,6,0.11,-409.68
ORD-10706,2025-05-24,2025-05-30,West,Hyderabad,Electronics,Laptop,Corporate,Credit Card,10193.74,9,0.19,165.79
ORD-10707,2023-01-15,2023-01-16,West,Bangalore,Electronics,Smartphone,Consumer,Credit Card,29125.77,5,0.16,2076.21
ORD-10708,2024-05-24,2024-05-29,East,Delhi,Electronics,Tablet,Consumer,UPI,8612.11,1,0.1,1149.69
ORD-10709,2023-07-20,2023-07-22,West,Kolkata,Furniture,Wardrobe,Consumer,UPI,14879.97,9,0.27,-1167.42
ORD-10710,2024-06-12,2024-06-16,East,Mumbai,Office Supplies,Printer,Consumer,UPI,3579.06,1,0.28,-467.2
ORD-10711,2024-10-27,2024-10-31,South,Chennai,Office Supplies,Printer,Consumer,Debit Card,11897.42,8,0.04,2398.36
ORD-10712,2024-07-01,2024-07-08,West,Pune,Office Supplies,Printer,Home Office,Net Banking,26718.16,5,0.29,-3094.45
ORD-10713,2023-03-30,2023-04-05,South,Mumbai,Furniture,Wardrobe,Home Office,Credit Card,46468.68,2,0.16,-3435.82
ORD-10714,2024-04-27,2024-05-01,South,Chennai,Furniture,Sofa,Corporate,UPI,23200.6,3,0.05,2067.37
ORD-10715,2023-02-18,2023-02-25,North,Bangalore,Furniture,Wardrobe,Corporate,UPI,10854.68,1,0.04,2268.59
ORD-10716,2025-07-29,2025-08-04,North,Bangalore,Office Supplies,Notebook,Consumer,Debit Card,26598.02,6,0.03,3918.09
ORD-10717,2025-12-24,2025-12-30,South,Ahmedabad,Furniture,Table,Corporate,Debit Card,25162.68,8,0.21,911.61
ORD-10718,2025-07-31,2025-08-06,West,Ahmedabad,Office Supplies,Notebook,Consumer,Net Banking,28692.22,5,0.13,1110.74
ORD-10719,2024-12-11,2024-12-17,South,Chennai,Electronics,Tablet,Consumer,UPI,4117.54,6,0.0,217.56
ORD-10720,2025-04-27,2025-05-03,South,Bangalore,Office Supplies,Printer,Home Office,UPI,41554.89,2,0.21,-3364.23
ORD-10721,2023-02-13,2023-02-20,West,Hyderabad,Furniture,Table,Consumer,Net Banking,47668.39,2,0.23,-7038.99
ORD-10722,2023-10-05,2023-10-07,North,Mumbai,Electronics,Tablet,Consumer,Net Banking,24106.56,4,0.07,2606.47
ORD-10723,2023-02-15,2023-02-18,West,Bangalore,Furniture,Table,Consumer,Debit Card,33496.72,4,0.17,1149.79
ORD-10724,2023-04-07,2023-04-14,West,Chennai,Office Supplies,Notebook,Consumer,Credit Card,25195.34,9,0.25,-1086.32
ORD-10725,2025-01-13,2025-01-18,North,Kolkata,Furniture,Chair,Home Office,Net Banking,19160.78,5,0.07,849.47
ORD-10726,2023-03-22,2023-03-25,North,Kolkata,Electronics,Laptop,Corporate,Credit Card,42478.08,8,0.24,-5914.47
ORD-10727,2023-05-22,2023-05-26,South,Kolkata,Furniture,Wardrobe,Corporate,Credit Card,12667.47,3,0.27,-2785.72
ORD-10728,2025-11-21,2025-11-22,West,Hyderabad,Office Supplies,Notebook,Home Office,Credit Card,45118.46,6,0.12,5139.27
ORD-10729,2025-11-22,2025-11-23,South,Hyderabad,Office Supplies,Pen Set,Consumer,Debit Card,49666.12,9,0.23,-5247.48
ORD-10730,2024-10-04,2024-10-08,North,Kolkata,Furniture,Wardrobe,Corporate,UPI,19926.68,5,0.01,1027.03
ORD-10731,2023-05-23,2023-05-25,West,Ahmedabad,Furniture,Wardrobe,Consumer,Net Banking,22496.08,1,0.24,-3144.95
ORD-10732,2025-04-12,2025-04-13,West,Pune,Furniture,Table,Home Office,Credit Card,28421.66,2,0.2,-2896.74
ORD-10733,2025-11-18,2025-11-23,West,Ahmedabad,Furniture,Sofa,Home Office,Credit Card,9983.85,4,0.03,1209.96
ORD-10734,2025-08-15,2025-08-16,West,Delhi,Electronics,Laptop,Corporate,UPI,11432.21,9,0.07,1957.93
ORD-10735,2025-12-19,2025-12-24,South,Mumbai,Electronics,Headphones,Corporate,Net Banking,7834.81,8,0.08,1254.29
ORD-10736,2025-07-28,2025-08-02,South,Delhi,Electronics,Tablet,Home Office,Debit Card,29290.3,8,0.17,-487.99
ORD-10737,2023-01-27,2023-02-01,North,Hyderabad,Electronics,Headphones,Home Office,Credit Card,38059.42,3,0.04,3654.49
ORD-10738,2025-03-04,2025-03-05,South,Kolkata,Electronics,Laptop,Home Office,UPI,45236.0,8,0.12,3737.47
ORD-10739,2023-11-20,2023-11-23,West,Hyderabad,Electronics,Tablet,Corporate,Net Banking,41246.46,4,0.15,-2436.18
ORD-10740,2024-02-19,2024-02-21,West,Bangalore,Office Supplies,Desk Organizer,Consumer,UPI,29760.95,9,0.09,2343.99
ORD-10741,2023-11-25,2023-11-27,South,Chennai,Electronics,Smartphone,Consumer,Debit Card,2124.08,9,0.11,-2.02
ORD-10742,2024-03-03,2024-03-07,East,Pune,Electronics,Headphones,Consumer,Debit Card,44035.08,1,0.12,4058.97
ORD-10743,2025-05-02,2025-05-06,South,Ahmedabad,Electronics,Laptop,Corporate,UPI,41873.38,4,0.21,-241.84
ORD-10744,2025-07-06,2025-07-07,West,Delhi,Electronics,Laptop,Consumer,Credit Card,32905.21,3,0.15,-241.57
ORD-10745,2025-10-30,2025-11-05,North,Delhi,Electronics,Headphones,Corporate,Debit Card,2747.46,4,0.13,-199.15
ORD-10746,2025-08-09,2025-08-16,South,Ahmedabad,Office Supplies,Pen Set,Consumer,Credit Card,6829.41,9,0.0,910.45
ORD-10747,2023-08-30,2023-09-05,East,Kolkata,Electronics,Tablet,Consumer,Debit Card,26364.25,5,0.22,-3424.4
ORD-10748,2024-08-19,2024-08-22,East,Mumbai,Office Supplies,Pen Set,Corporate,Credit Card,10577.13,5,0.09,64.34
ORD-10749,2025-03-15,2025-03-17,North,Kolkata,Furniture,Table,Corporate,Credit Card,572.95,4,0.29,-111.81
ORD-10750,2024-02-12,2024-02-15,South,Pune,Office Supplies,Notebook,Consumer,UPI,33320.84,9,0.25,-3847.7
ORD-10751,2024-09-22,2024-09-24,West,Hyderabad,Furniture,Wardrobe,Consumer,Credit Card,15495.08,5,0.21,52.0
ORD-10752,2024-07-02,2024-07-07,East,Ahmedabad,Furniture,Table,Home Office,Net Banking,9489.89,6,0.12,-245.81
ORD-10753,2024-06-20,2024-06-23,East,Bangalore,Office Supplies,Desk Organizer,Corporate,Net Banking,38242.9,6,0.18,84.24
ORD-10754,2024-10-19,2024-10-21,East,Delhi,Furniture,Chair,Corporate,Credit Card,4383.56,2,0.23,-277.24
ORD-10755,2025-12-16,2025-12-20,South,Bangalore,Office Supplies,Desk Organizer,Corporate,Net Banking,47634.98,6,0.08,4301.95
ORD-10756,2025-10-08,2025-10-12,East,Bangalore,Office Supplies,Printer,Home Office,UPI,15179.72,9,0.04,1852.2
ORD-10757,2025-07-02,2025-07-08,South,Chennai,Electronics,Tablet,Consumer,Debit Card,39146.23,9,0.05,7613.32
ORD-10758,2023-01-13,2023-01-14,East,Bangalore,Furniture,Wardrobe,Consumer,Net Banking,22716.28,2,0.21,-389.24
ORD-10759,2024-04-25,2024-04-29,West,Kolkata,Office Supplies,Printer,Consumer,UPI,23354.95,1,0.04,818.01
ORD-10760,2023-07-30,2023-08-01,South,Ahmedabad,Office Supplies,Notebook,Corporate,Debit Card,42598.34,9,0.08,5598.03
ORD-10761,2023-01-31,2023-02-02,South,Mumbai,Furniture,Sofa,Home Office,UPI,10164.41,6,0.1,1481.01
ORD-10762,2023-12-03,2023-12-06,East,Delhi,Furniture,Table,Corporate,Net Banking,42898.59,1,0.22,-2470.33
ORD-10763,2024-09-27,2024-10-01,West,Pune,Office Supplies,Notebook,Consumer,Net Banking,47380.99,1,0.09,2677.03
ORD-10764,2023-08-19,2023-08-20,North,Delhi,Electronics,Smartphone,Home Office,Debit Card,25580.3,4,0.12,-1661.73
ORD-10765,2024-04-27,2024-05-02,West,Delhi,Electronics,Laptop,Consumer,UPI,42030.37,8,0.24,-2808.37
ORD-10766,2025-04-07,2025-04-10,North,Hyderabad,Furniture,Table,Home Office,Net Banking,42242.27,7,0.07,5110.22
ORD-10767,2023-12-25,2023-12-29,West,Kolkata,Electronics,Tablet,Consumer,UPI,40947.84,9,0.16,-75.88
ORD-10768,2025-01-30,2025-02-05,East,Bangalore,Office Supplies,Pen Set,Consumer,Credit Card,21765.0,5,0.22,55.02
ORD-10769,2023-05-19,2023-05-21,West,Delhi,Office Supplies,Desk Organizer,Home Office,Debit Card,9373.15,3,0.29,-1824.53
ORD-10770,2023-10-04,2023-10-05,North,Mumbai,Furniture,Sofa,Corporate,Net Banking,44027.38,9,0.05,2727.83
ORD-10771,2023-03-20,2023-03-24,West,Bangalore,Furniture,Chair,Home Office,UPI,14857.25,8,0.24,-1332.65
ORD-10772,2023-04-30,2023-05-02,North,Bangalore,Electronics,Smartphone,Corporate,UPI,4009.13,8,0.28,-240.0
ORD-10773,2023-08-26,2023-08-31,South,Hyderabad,Office Supplies,Pen Set,Home Office,UPI,49104.33,3,0.0,9074.68
ORD-10774,2024-06-14,2024-06-19,East,Delhi,Furniture,Sofa,Corporate,Debit Card,3065.87,1,0.01,362.19
ORD-10775,2024-12-19,2024-12-21,West,Chennai,Electronics,Headphones,Consumer,Net Banking,9975.67,1,0.28,-1435.42
ORD-10776,2024-06-12,2024-06-15,North,Bangalore,Office Supplies,Notebook,Corporate,Debit Card,43960.23,5,0.02,8209.66
ORD-10777,2025-03-06,2025-03-10,East,Chennai,Electronics,Tablet,Corporate,Credit Card,14645.04,9,0.21,-1369.44
ORD-10778,2023-06-12,2023-06-19,North,Kolkata,Office Supplies,Printer,Consumer,Debit Card,3300.99,7,0.28,-335.56
ORD-10779,2024-05-13,2024-05-16,West,Ahmedabad,Electronics,Tablet,Consumer,Credit Card,33738.22,7,0.06,2485.39
ORD-10780,2023-03-26,2023-04-01,East,Delhi,Electronics,Headphones,Home Office,UPI,37671.52,8,0.3,-6967.32
ORD-10781,2025-05-07,2025-05-10,North,Ahmedabad,Electronics,Laptop,Consumer,Debit Card,47092.99,9,0.29,-10666.54
ORD-10782,2023-06-19,2023-06-20,South,Mumbai,Electronics,Smartphone,Corporate,Net Banking,26175.7,1,0.03,3391.24
ORD-10783,2024-07-17,2024-07-23,West,Hyderabad,Electronics,Laptop,Corporate,Net Banking,48958.4,9,0.22,-1424.16
ORD-10784,2025-03-06,2025-03-11,South,Kolkata,Furniture,Sofa,Consumer,UPI,21425.07,1,0.12,-367.33
ORD-10785,2024-07-05,2024-07-09,West,Bangalore,Electronics,Smartphone,Consumer,UPI,10663.98,9,0.22,-467.72
ORD-10786,2024-08-11,2024-08-12,South,Delhi,Electronics,Smartphone,Corporate,Net Banking,27705.51,6,0.29,-3304.51
ORD-10787,2024-07-12,2024-07-13,South,Ahmedabad,Electronics,Tablet,Home Office,UPI,4310.48,6,0.02,500.34
ORD-10788,2024-04-08,2024-04-15,North,Delhi,Furniture,Wardrobe,Corporate,Net Banking,34941.98,3,0.19,-359.87
ORD-10789,2025-11-05,2025-11-10,South,Hyderabad,Furniture,Sofa,Consumer,UPI,13736.4,2,0.21,-1172.37
ORD-10790,2025-05-15,2025-05-19,North,Ahmedabad,Electronics,Headphones,Corporate,Debit Card,28401.17,9,0.21,-1079.2
ORD-10791,2025-10-25,2025-10-28,South,Chennai,Furniture,Chair,Consumer,Credit Card,15988.92,4,0.07,-313.32
ORD-10792,2023-07-20,2023-07-22,East,Pune,Office Supplies,Notebook,Consumer,UPI,9117.04,3,0.03,464.66
ORD-10793,2025-06-16,2025-06-20,West,Mumbai,Office Supplies,Desk Organizer,Consumer,UPI,47264.44,6,0.28,-10807.66
ORD-10794,2024-07-13,2024-07-20,West,Ahmedabad,Electronics,Laptop,Home Office,Debit Card,38728.9,4,0.21,-928.63
ORD-10795,2024-11-01,2024-11-02,North,Pune,Electronics,Tablet,Home Office,Net Banking,20703.51,1,0.12,2427.56
ORD-10796,2024-03-11,2024-03-15,West,Ahmedabad,Furniture,Chair,Home Office,Credit Card,27328.51,3,0.29,-4377.83
ORD-10797,2024-08-10,2024-08-17,East,Mumbai,Office Supplies,Notebook,Corporate,UPI,42070.18,6,0.29,-9239.51
ORD-10798,2025-01-25,2025-01-26,East,Delhi,Furniture,Sofa,Corporate,Debit Card,911.84,6,0.1,116.73
ORD-10799,2023-01-20,2023-01-25,East,Hyderabad,Furniture,Chair,Corporate,Credit Card,4672.92,9,0.13,-132.05
ORD-10800,2025-04-25,2025-04-27,North,Bangalore,Furniture,Wardrobe,Home Office,Net Banking,22002.96,9,0.13,2623.91
ORD-10801,2023-07-07,2023-07-13,East,Hyderabad,Office Supplies,Printer,Consumer,Credit Card,11844.01,9,0.2,-116.38
ORD-10802,2025-05-05,2025-05-06,South,Bangalore,Office Supplies,Desk Organizer,Home Office,Debit Card,10599.22,7,0.06,1754.11
ORD-10803,2023-01-15,2023-01-17,West,Bangalore,Electronics,Smartphone,Corporate,UPI,37066.8,1,0.06,1636.92
ORD-10804,2025-02-02,2025-02-06,North,Ahmedabad,Electronics,Tablet,Corporate,Net Banking,12754.21,8,0.11,318.27
ORD-10805,2024-11-26,2024-11-30,North,Hyderabad,Furniture,Sofa,Home Office,UPI,11159.55,1,0.2,-1492.81
ORD-10806,2024-03-29,2024-04-03,East,Kolkata,Furniture,Wardrobe,Home Office,UPI,47598.79,2,0.24,-1209.16
ORD-10807,2025-09-10,2025-09-17,East,Ahmedabad,Furniture,Wardrobe,Consumer,Credit Card,46669.17,8,0.06,5290.26
ORD-10808,2024-07-11,2024-07-17,East,Bangalore,Electronics,Tablet,Corporate,UPI,37272.63,8,0.3,-7145.19
ORD-10809,2025-03-07,2025-03-08,East,Ahmedabad,Office Supplies,Desk Organizer,Corporate,Credit Card,38651.76,1,0.28,-4371.91
ORD-10810,2024-06-10,2024-06-13,West,Ahmedabad,Furniture,Sofa,Corporate,Credit Card,27147.43,1,0.26,-731.58
ORD-10811,2023-02-06,2023-02-10,East,Delhi,Office Supplies,Notebook,Home Office,Credit Card,43061.28,2,0.24,-4268.7
ORD-10812,2023-12-04,2023-12-06,East,Bangalore,Office Supplies,Desk Organizer,Home Office,Credit Card,31697.24,6,0.13,269.72
ORD-10813,2025-07-17,2025-07-20,South,Ahmedabad,Office Supplies,Pen Set,Corporate,Net Banking,32641.46,5,0.24,-3463.98
ORD-10814,2023-05-12,2023-05-16,East,Hyderabad,Office Supplies,Desk Organizer,Consumer,Debit Card,25253.97,9,0.06,2728.6
ORD-10815,2025-10-20,2025-10-23,North,Bangalore,Office Supplies,Pen Set,Consumer,UPI,20677.83,6,0.01,1695.7
ORD-10816,2025-04-17,2025-04-22,South,Chennai,Office Supplies,Notebook,Home Office,Credit Card,14411.39,3,0.12,879.6
ORD-10817,2025-05-01,2025-05-06,East,Hyderabad,Office Supplies,Pen Set,Home Office,Net Banking,13381.71,6,0.03,1649.76
ORD-10818,2023-06-27,2023-07-01,North,Bangalore,Electronics,Headphones,Home Office,Credit Card,39432.86,5,0.22,-1020.79
ORD-10819,2023-09-05,2023-09-10,North,Pune,Electronics,Headphones,Consumer,Credit Card,41411.16,3,0.03,3223.34
ORD-10820,2023-08-25,2023-08-28,East,Pune,Furniture,Sofa,Corporate,Credit Card,15835.44,8,0.17,-1093.02
ORD-10821,2023-07-22,2023-07-23,North,Chennai,Furniture,Sofa,Corporate,UPI,37255.28,4,0.26,-1653.26
ORD-10822,2024-06-14,2024-06-15,West,Kolkata,Furniture,Table,Home Office,Credit Card,11194.98,7,0.29,-1955.22
ORD-10823,2023-02-13,2023-02-17,South,Bangalore,Electronics,Headphones,Consumer,Net Banking,18044.03,7,0.07,788.92
ORD-10824,2024-01-29,2024-02-02,South,Chennai,Electronics,Headphones,Corporate,Net Banking,45226.14,6,0.17,-876.19
ORD-10825,2024-06-02,2024-06-03,North,Bangalore,Furniture,Wardrobe,Corporate,Net Banking,10096.22,6,0.24,-132.51
ORD-10826,2025-01-13,2025-01-16,North,Mumbai,Furniture,Wardrobe,Corporate,Net Banking,17566.68,3,0.12,-1183.11
ORD-10827,2023-01-31,2023-02-03,South,Ahmedabad,Electronics,Headphones,Home Office,Net Banking,15149.17,5,0.12,1126.88
ORD-10828,2024-03-19,2024-03-24,North,Ahmedabad,Office Supplies,Desk Organizer,Consumer,Net Banking,19547.78,7,0.13,1331.7
ORD-10829,2023-04-07,2023-04-11,South,Hyderabad,Furniture,Wardrobe,Corporate,Credit Card,43217.13,5,0.22,-2896.12
ORD-10830,2023-10-15,2023-10-19,North,Ahmedabad,Electronics,Laptop,Corporate,UPI,8487.46,1,0.1,278.73
ORD-10831,2023-04-29,2023-05-02,West,Delhi,Furniture,Chair,Corporate,UPI,36754.49,3,0.07,1869.12
ORD-10832,2025-10-18,2025-10-23,East,Kolkata,Furniture,Table,Consumer,UPI,5714.6,4,0.04,299.32
ORD-10833,2024-01-12,2024-01-13,South,Chennai,Electronics,Laptop,Consumer,Debit Card,15894.62,7,0.02,1719.9
ORD-10834,2025-05-19,2025-05-23,North,Hyderabad,Office Supplies,Printer,Consumer,Debit Card,12093.07,8,0.18,-225.23
ORD-10835,2024-04-23,2024-04-29,South,Hyderabad,Furniture,Sofa,Consumer,Net Banking,21080.87,1,0.16,617.37
